root_domain,host,endpoint,server_name,server_version,protocol_version,verdict,auth,quality,http_status,dynamic_client_registration,authorization_endpoint,token_endpoint,registration_endpoint,issuer,prm_url,scopes,is_docs_mcp,source_file
birdie.so,app.birdie.so,https://app.birdie.so/mcp,,,,auth_required,oauth,oauth,401,True,https://app.birdie.so/oauth/authorize,https://app.birdie.so/oauth/token,https://app.birdie.so/oauth/register,https://app.birdie.so,https://app.birdie.so/.well-known/oauth-protected-resource,mcp:use,False,probe_spray.jsonl
blast-radius.ai,blast-radius.ai,https://blast-radius.ai/mcp,blast-radius,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_spray.jsonl
bolt.new,support.bolt.new,https://support.bolt.new/mcp,Bolt,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
borealhost.ai,borealhost.ai,https://borealhost.ai/mcp,BorealHost,1.27.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_spray.jsonl
boundaryai.ai,mcp.boundaryai.ai,https://mcp.boundaryai.ai/mcp,,,,auth_required,bearer,bearer,401,False,,,,,,,False,probe_hq.jsonl
brainattic.ai,app.brainattic.ai,https://app.brainattic.ai/api/mcp,,,,auth_required,oauth,oauth,401,False,,,,,,,False,probe_spray.jsonl
braze.eu,mcp.braze.eu,https://mcp.braze.eu/api/mcp,,,,auth_required,oauth,oauth,401,True,https://dashboard.braze.com/oauth/authorize,https://rest.iad-01.braze.com/oauth/token,https://rest.iad-01.braze.com/oauth/register,https://dashboard.braze.com,https://mcp.braze.eu/.well-known/oauth-protected-resource/mcp,"mcp:tools,mcp:resources",False,probe_hq.jsonl
browserbase.com,docs.browserbase.com,https://docs.browserbase.com/mcp,Browserbase Documentation,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_hq.jsonl
buywhere.ai,mcp.buywhere.ai,https://mcp.buywhere.ai/,buywhere-catalog,1.0.0,2024-11-05,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
cabrini.ai,cabrini.ai,https://cabrini.ai/mcp,cabrini.ai,3.1.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_spray.jsonl
canivibe.ai,canivibe.ai,https://canivibe.ai/mcp,canivibe,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_spray.jsonl
capy.ai,docs.capy.ai,https://docs.capy.ai/mcp,Capy,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_hq.jsonl
carbondefi.xyz,mcp.carbondefi.xyz,https://mcp.carbondefi.xyz/mcp,Carbon DeFi,0.7.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
carbone.io,mcp.carbone.io,https://mcp.carbone.io/,carbone-mcp,1.5.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
caseyjhand.com,census.caseyjhand.com,https://census.caseyjhand.com/mcp,census-mcp-server,0.3.2,2025-06-18,open,none,open,200,False,,,,,,,False,probe_spray.jsonl
caseyjhand.com,clinicaltrials.caseyjhand.com,https://clinicaltrials.caseyjhand.com/mcp,clinicaltrialsgov-mcp-server,2.8.5,2025-06-18,open,none,open,200,False,,,,,,,False,probe_spray.jsonl
caseyjhand.com,eur-lex.caseyjhand.com,https://eur-lex.caseyjhand.com/mcp,eur-lex-mcp-server,0.9.8,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
caseyjhand.com,nist-nvd.caseyjhand.com,https://nist-nvd.caseyjhand.com/mcp,nist-nvd-mcp-server,0.2.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
caseyjhand.com,open-meteo.caseyjhand.com,https://open-meteo.caseyjhand.com/mcp,open-meteo-mcp-server,0.3.4,2025-06-18,open,none,open,200,False,,,,,,,False,probe_gh.jsonl
caseyjhand.com,openchargemap.caseyjhand.com,https://openchargemap.caseyjhand.com/mcp,openchargemap-mcp-server,0.1.4,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
caseyjhand.com,openfda.caseyjhand.com,https://openfda.caseyjhand.com/mcp,openfda-mcp-server,0.7.1,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
caseyjhand.com,openfoodfacts.caseyjhand.com,https://openfoodfacts.caseyjhand.com/mcp,openfoodfacts-mcp-server,0.3.1,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
caseyjhand.com,pubchem.caseyjhand.com,https://pubchem.caseyjhand.com/mcp,pubchem-mcp-server,0.6.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_gh.jsonl
caseyjhand.com,pubmed.caseyjhand.com,https://pubmed.caseyjhand.com/mcp,pubmed-mcp-server,2.10.2,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
caulo.ai,mcp.caulo.ai,https://mcp.caulo.ai/,,,,auth_required,oauth,oauth,401,True,https://caulo.ai/oauth/authorize,https://caulo.ai/api/mcp/oauth/token,https://caulo.ai/api/mcp/oauth/register,https://caulo.ai,https://mcp.caulo.ai/.well-known/oauth-protected-resource,"read_feed,post,comment,react,dm,manage_graph,safety,moderate,invites,media_authored,community_create",False,probe_hq.jsonl
cfo.ai,runway-api.cfo.ai,https://runway-api.cfo.ai/mcp,,,,auth_required,oauth,oauth,401,True,https://sensational-pose-40.authkit.app/oauth2/authorize,https://sensational-pose-40.authkit.app/oauth2/token,https://sensational-pose-40.authkit.app/oauth2/register,https://sensational-pose-40.authkit.app,https://runway-api.cfo.ai/.well-known/oauth-protected-resource/mcp,"email,offline_access,openid,profile",False,probe_hq.jsonl
chainstack.com,mcp.chainstack.com,https://mcp.chainstack.com/mcp,Chainstack,1.10.10,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
changegamer.ai,changegamer.ai,https://changegamer.ai/mcp,changegamer,1.0.3,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
checkoutpage.com,mcp.checkoutpage.com,https://mcp.checkoutpage.com/,,,,auth_required,oauth,oauth,401,True,https://mcp.checkoutpage.com/oauth/authorize,https://mcp.checkoutpage.com/token,https://mcp.checkoutpage.com/register,https://mcp.checkoutpage.com,https://mcp.checkoutpage.com/.well-known/oauth-protected-resource,"admin:read,admin:write",False,probe_hq.jsonl
chia.health,mcp.chia.health,https://mcp.chia.health/,doctormcp,1.26.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
chronary.ai,api.chronary.ai,https://api.chronary.ai/mcp,chronary,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
claudereviews.com,mcp.claudereviews.com,https://mcp.claudereviews.com/mcp,Claude Wilder — Transmissions from the Garden,1.6.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
clerk.dev,mcp.clerk.dev,https://mcp.clerk.dev/mcp,Clerk MCP Server,0.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe.jsonl
cline.bot,docs.cline.bot,https://docs.cline.bot/mcp,Cline,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_hq.jsonl
cloudconvert.com,mcp.cloudconvert.com,https://mcp.cloudconvert.com/,,,,auth_required,oauth,oauth,401,True,https://cloudconvert.com/oauth/authorize,https://cloudconvert.com/oauth/token,https://cloudconvert.com/oauth/register,https://cloudconvert.com,https://mcp.cloudconvert.com/.well-known/oauth-protected-resource,"user.read,user.write,task.read,task.write,webhook.read,webhook.write,preset.read,preset.write",False,probe_hq.jsonl
cofoundagent.ai,mcp.cofoundagent.ai,https://mcp.cofoundagent.ai/,,,,auth_required,oauth,oauth,401,True,https://psmwvcglnckeqgyzlhth.supabase.co/auth/v1/oauth/authorize,https://psmwvcglnckeqgyzlhth.supabase.co/auth/v1/oauth/token,https://psmwvcglnckeqgyzlhth.supabase.co/auth/v1/oauth/clients/register,https://psmwvcglnckeqgyzlhth.supabase.co/auth/v1,https://mcp.cofoundagent.ai/.well-known/oauth-protected-resource,"openid,email,profile",False,probe_hq.jsonl
compeller.ai,compeller.ai,https://compeller.ai/api/mcp,compeller-mcp,0.5.0,2024-11-05,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
conductor.com,mcp-universal.conductor.com,https://mcp-universal.conductor.com/mcp/v3,,,,auth_required,oauth,oauth,401,False,https://auth.conductor.com/oauth2/authorize,https://auth.conductor.com/oauth2/token,,https://cognito-idp.us-east-1.amazonaws.com/us-east-1_H8Q5YNAV3,https://mcp-universal.conductor.com/.well-known/oauth-protected-resource,"openid,profile,email",False,probe_hq.jsonl
constellationnetwork.io,de-mcp.constellationnetwork.io,https://de-mcp.constellationnetwork.io/mcp,ded-mcp-server,0.1.0,2025-03-26,open,none,open,200,False,,,,,,,False,probe_spray.jsonl
corpuslaw.us,corpuslaw.us,https://corpuslaw.us/api/mcp,corpus-legal,1.1.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
creationloop.ai,creationloop.ai,https://creationloop.ai/api/mcp,creationloop,0.1.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_spray.jsonl
cryptoapis.io,ai.cryptoapis.io,https://ai.cryptoapis.io/mcp,cryptoapis-mcp-http-server,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
cthousegop.com,admin.cthousegop.com,https://admin.cthousegop.com/api/mcp,,,,auth_required,oauth,oauth,401,True,https://admin.cthousegop.com/api/chatgpt-oauth/authorize,https://admin.cthousegop.com/api/chatgpt-oauth/token,https://admin.cthousegop.com/api/chatgpt-oauth/register,https://admin.cthousegop.com,https://admin.cthousegop.com/.well-known/oauth-protected-resource,"cms:read,cms:write",False,probe_spray.jsonl
cynco.io,mcp.cynco.io,https://mcp.cynco.io,,,,auth_required,oauth,oauth,403,True,https://app.cynco.io/oauth/authorize,https://app.cynco.io/api/oauth/token,https://app.cynco.io/api/oauth/register,https://app.cynco.io,https://mcp.cynco.io/.well-known/oauth-protected-resource,"*,read,write,query:execute,code:execute,accounting:read,accounting:write,invoicing:read,invoicing:write,customers:read,customers:write,vendors:read,vendors:write,reports:read,dataroom:read,dataroom:write,agreements:read,agreements:write,assets:read,assets:write,admin:read,admin:write,tags:read,tags:write",False,probe_hq.jsonl
dagster.cloud,mcp.agent.dagster.cloud,https://mcp.agent.dagster.cloud/mcp,Dagster Cloud,3.4.2,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
datacamp.com,mcp-gateway-internal.datacamp.com,https://mcp-gateway-internal.datacamp.com/sse,,,,auth_required,oauth,oauth,401,True,https://mcp-gateway-internal.datacamp.com/authorize,https://mcp-gateway-internal.datacamp.com/token,https://mcp-gateway-internal.datacamp.com/register,https://mcp-gateway-internal.datacamp.com,https://mcp-gateway-internal.datacamp.com/.well-known/oauth-protected-resource/sse,,False,probe.jsonl
dataecho.ai,dataecho.ai,https://dataecho.ai/mcp,dataecho,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
datanexusmcp.com,datanexusmcp.com,https://datanexusmcp.com/mcp,DataNexus MCP,3.4.5,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
deepgram.com,api.dx.deepgram.com,https://api.dx.deepgram.com/kapa/mcp,,,,auth_required,oauth,oauth,401,True,https://id.dx.deepgram.com/authorize,https://id.dx.deepgram.com/token,https://id.dx.deepgram.com/register,https://id.dx.deepgram.com,https://api.dx.deepgram.com/.well-known/oauth-protected-resource/kapa/mcp,"usage:listen,usage:speak,usage:agent",False,probe_spray.jsonl
deepledger.ai,mcp.deepledger.ai,https://mcp.deepledger.ai/mcp,,,,auth_required,oauth,oauth,401,True,https://mcp.deepledger.ai/oauth/authorize,https://mcp.deepledger.ai/oauth/token,https://mcp.deepledger.ai/oauth/register,https://mcp.deepledger.ai,https://mcp.deepledger.ai/.well-known/oauth-protected-resource,quickbooks,False,probe_hq.jsonl
deepset.ai,docs.haystack.deepset.ai,https://docs.haystack.deepset.ai/api/mcp,Haystack Documentation MCP,1.28.1,2025-06-18,open,none,open,200,False,,,,,,,True,probe_spray.jsonl
deepwiki.com,mcp.deepwiki.com,https://mcp.deepwiki.com/mcp,DeepWiki,2.14.3,2025-06-18,open,none,open,200,False,,,,,,,False,probe_gh.jsonl
defiborrow.loan,defiborrow.loan,https://defiborrow.loan/mcp,defi-lending-pro,1.0.0,2024-11-05,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
deskcrew.ai,deskcrew.ai,https://deskcrew.ai/api/mcp,deskcrew-agentic,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_spray.jsonl
devin.ai,docs.devin.ai,https://docs.devin.ai/mcp,Devin Docs,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_hq.jsonl
devin.ai,mcp.devin.ai,https://mcp.devin.ai/mcp,DeepWiki,2.14.3,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
devonwatkins.com,imap-mcp.devonwatkins.com,https://imap-mcp.devonwatkins.com/mcp,IMAP MCP Server,3.4.2,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
dify.ai,docs.dify.ai,https://docs.dify.ai/mcp,Dify Docs,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_hq.jsonl
directus.com,directus.com,https://directus.com/docs/mcp,Directus documentation,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_spray.jsonl
disneyadvertising.com,api.digital.disneyadvertising.com,https://api.digital.disneyadvertising.com/mcp,,,,auth_required,bearer,bearer,401,False,,,,,,,False,probe_spray.jsonl
djzs.ai,mcp.djzs.ai,https://mcp.djzs.ai/mcp,djzs-trust-mcp,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
dm.de,mcp.dm.de,https://mcp.dm.de/mcp,dm-drogeriemarkt,3.4.5,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
docuguru.ai,mcp.docuguru.ai,https://mcp.docuguru.ai/mcp,,,,auth_required,oauth,oauth,401,True,https://mcp.docuguru.ai/authorize,https://mcp.docuguru.ai/token,https://mcp.docuguru.ai/register,https://mcp.docuguru.ai/,https://mcp.docuguru.ai/.well-known/oauth-protected-resource,docuguru,False,probe_hq.jsonl
dropbin.org,dropbin.org,https://dropbin.org/mcp,dropbin-mcp-server,1.0.0,2024-11-05,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
dune.com,api.dune.com,https://api.dune.com/mcp/v1,,,,auth_required,oauth,oauth,401,False,,,,,https://api.dune.com/.well-known/oauth-protected-resource,mcp:dune:full,False,probe_hq.jsonl
dune.com,docs.dune.com,https://docs.dune.com/mcp,Dune Docs,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_spray.jsonl
duvera.ai,app.duvera.ai,https://app.duvera.ai/mcp,duvera-gateway,1.0,2025-03-26,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
dynamicfeed.ai,dynamicfeed.ai,https://dynamicfeed.ai/mcp,Dynamic Feed,0.8.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
ebanx.com,mcp.ebanx.com,https://mcp.ebanx.com/mcp,ebanx-mcp,1.0.0-SNAPSHOT,2025-03-26,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
echoloc.ai,api.echoloc.ai,https://api.echoloc.ai/mcp,echoloc,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
elitea.ai,docs.elitea.ai,https://docs.elitea.ai/mcp,ELITEA Documentation,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_hq.jsonl
encore.cloud,api.encore.cloud,https://api.encore.cloud/mcp,,,,auth_required,oauth,oauth,401,False,,,,,,,False,probe_hq.jsonl
energyaisolution.com,api.energyaisolution.com,https://api.energyaisolution.com/mcp,energyai-mcp,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
epanya.ai,api.epanya.ai,https://api.epanya.ai/mcp,epanya,0.1.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
etoro.com,api-portal.etoro.com,https://api-portal.etoro.com/mcp,eToro API Docs,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
evalprotocol.io,evalprotocol.io,https://evalprotocol.io/mcp,Eval Protocol,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
evidence.studio,docs.evidence.studio,https://docs.evidence.studio/mcp,Evidence Docs,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_spray.jsonl
evidence.studio,evidence.studio,https://evidence.studio/api/mcp,,,,auth_required,oauth,oauth,401,True,https://login.evidence.studio/oauth2/authorize,https://login.evidence.studio/oauth2/token,https://login.evidence.studio/oauth2/register,https://login.evidence.studio,https://evidence.studio/.well-known/oauth-protected-resource/api/mcp,"email,offline_access,openid,profile",False,probe_hq.jsonl
excalidraw.com,mcp.excalidraw.com,https://mcp.excalidraw.com/mcp,Excalidraw,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
exmplr.ai,mcp.exmplr.ai,https://mcp.exmplr.ai/mcp,exmplr,0.1.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
expensebot.ai,mcp.expensebot.ai,https://mcp.expensebot.ai/mcp,expensebot-remote,0.3.1-m3.5,2025-06-18,open,oauth,open,200,True,https://www.expensebot.ai/api/oauth/mcp/authorize,https://mcp.expensebot.ai/oauth/token,https://mcp.expensebot.ai/oauth/register,https://mcp.expensebot.ai,,"expenses.read,expenses.write,gmail.scan,reports.read,reports.write,compliance",False,probe_hq.jsonl
extremecloudiq.com,extremecloudiq.com,https://extremecloudiq.com/mcp,,,,auth_required,bearer,bearer,401,False,,,,,,,False,probe_spray.jsonl
eyelevel.ai,docs.eyelevel.ai,https://docs.eyelevel.ai/mcp,fern-docs-mcp-server,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_spray.jsonl
fetchaller.com,mcp.fetchaller.com,https://mcp.fetchaller.com/mcp,,,,auth_required,oauth,oauth,401,True,https://mcp.fetchaller.com/authorize,https://mcp.fetchaller.com/token,https://mcp.fetchaller.com/register,https://mcp.fetchaller.com,https://mcp.fetchaller.com/.well-known/oauth-protected-resource,fetchaller:read,False,probe_hq.jsonl
fieldmcp.com,api.fieldmcp.com,https://api.fieldmcp.com/mcp,,,,auth_required,oauth,oauth,401,False,,,,,https://api.fieldmcp.com/.well-known/oauth-protected-resource/mcp,"fieldmcp,offline_access",False,probe_hq.jsonl
filegraph.ai,api.filegraph.ai,https://api.filegraph.ai/mcp,FileGraph,2.14.5,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
fireworks.ai,docs.fireworks.ai,https://docs.fireworks.ai/mcp,Fireworks AI Docs,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,True,probe_hq.jsonl
fitbit.com,api.fitbit.com,https://api.fitbit.com/api/mcp,,,,auth_required,bearer,bearer,401,False,,,,,,,False,probe_spray.jsonl
flipdomain.ai,flipdomain.ai,https://flipdomain.ai/mcp,flipdomain-domain-sales,1.0.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
flowcastle.ai,api.flowcastle.ai,https://api.flowcastle.ai/api/mcp,telegram-flow-builder-mcp,0.1.0,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
fluxink.ai,mcp.fluxink.ai,https://mcp.fluxink.ai/servers/f6b6758dba6c4c92b83407a113fdb80b/mcp,mcp-streamable-http,1.28.1,2025-06-18,open,none,open,200,False,,,,,,,False,probe_hq.jsonl
